Nombre de la evaluación,Componente ambiental,matriz,Nombre del punto,Este,Norte,Zona,Datum,Altitud,Descripción de ubicación,Tipo de muestra,Norma de comparación,Parámetros que incumplen la norma,FECHA,Aluminio,Antimonio,Arsénico,Bario,Berilio,Bismuto,Boro,Cadmio,Calcio,Cerio,Cianuro libre,Cobalto,Cobre,Cromo,Cromo Hexavalente,Estaño,Estroncio,Fósforo,Hidrocarburos totales de petróleo (C10-C28),Hidrocarburos totales de petróleo (C28-C40),Hidrocarburos totales de petróleo (C5-C10),Hierro,Litio,Magnesio,Manganeso,Mercurio,Molibdeno,Níquel,Plata,Plomo,Potasio,Selenio,Sodio,Talio,Titanio,Torio,Uranio,Vanadio,Wolframio,Zinc
Lote 131,Suelo,Nivel de fondo,SUE-PRIM 1,492909,9018836,18 Sur,WGS84,271,"Zona de purma (bosque secundario), fuera del área de influencia del Lote 131, en terrenos del caserío Primavera",Simple,ECA suelo 2017,Ninguno,6/3/17,16316,"0,4119","9,2","66,6","1,15","0,1869","0,345","0,1932",7684,"38,17",,"10,6",14,17,"0,4","0,69","11,2",288,"<5,00","<0,3","<5,00",21428,"10,4",4284,702,"0,05","0,292","17,6","<0,006","15,9",1195,"2,89",45,"0,1461","6,62","5,981","0,4592",37,"0,1358","74,2"
Lote 131,Suelo,Nivel de fondo,SUE-PRIM 2,493443,9018540,18 Sur,WGS84,251,"Zona de monte (bosque primario), fuera del área de influencia del Lote 131, en terrenos del caserío Primavera.",Simple,ECA suelo 2017,Ninguno,6/2/17,11498,"0,4092","9,3","50,5","0,638","0,1295","0,197","0,1759",3890,"30,35",,"6,8","8,5",13,"<0,1","0,4","8,94",296,"<5,00","<0,3","<5,00",15744,"8,04",2631,326,"0,04","0,231","11,9","<0,006","11,2",855,"1,75",11,"0,1122","9,62","3,981","1,07",26,"<0,0017","47,8"
Lote 131,Suelo,Nivel de fondo,SUE-PRIM 3,491904,9019090,18 Sur,WGS84,301,"Zona de purma (bosque secundario), fuera del área de influencia del Lote 131, en terrenos del caserío Primavera.",Simple,ECA suelo 2017,Ninguno,6/2/17,9640,"0,2162","5,3","57,7","0,417","0,0671","0,221","0,2932",16595,"19,03",,"8,19","8,1","9,3","<0,1","0,31","18,6",417,"<5,00","<0,3","<5,00",13230,"5,35",2322,579,"0,04","0,369","9,35","<0,006","8,65",811,"1,7",38,"0,1061","10,4","2,42","0,6914",26,"<0,0017","36,8"
Lote 131,Suelo,Nivel de fondo,SUE-PRIM 4,492065,9019059,18 Sur,WGS84,289,"Zona agrícola (cultivo de cacao, papaya y plátano), fuera del área de influencia del Lote 131, en terrenos del caserío Primavera",Simple,ECA suelo 2017,Ninguno,6/2/17,11383,"0,2136","3,9","98,5","0,526","0,0813","0,43","0,136",3612,"21,11",,"8,58",15,11,"<0,1","0,45","18,8",231,"<5,00","<0,3","<5,00",14380,"8,52",2571,538,"<0,03","0,419","9,75","<0,006","9,97",963,"1,49",23,"0,1067","17,4","2,793","0,3995",28,"<0,0017","42,3"
Lote 131,Suelo,Nivel de fondo,SUE-PRIM 5,494682,9019381,18 Sur,WGS84,226,"Zona agrícola (pastizales), próximo a la vía Federico Basadre por donde se traslada el crudo producido en la locación LA1X del Lote 131.",Simple,ECA suelo 2017,Ninguno,6/3/17,6797,"0,1916","2,2","62,7","0,197","0,1008","0,477","0,0516",465,"15,88",,"4,14","3,6","6,2","<0,1","0,38","5,69",111,"<5,00","<0,3","<5,00",9140,"2,04",536,485,"0,04","0,148","3,32","<0,006","17,5",471,"1,05",21,"0,1262","16,9","3,447","0,3894",22,"0,0307","26,2"
Lote 131,Suelo,Nivel de fondo,SUE-PRIM 6,494839,9019019,18 Sur,WGS84,228,"Zona agrícola (pastizales), próximo a la vía Federico Basadre por donde se traslada el crudo producido en la locación LA1X del Lote 131.",Simple,ECA suelo 2017,Ninguno,6/3/17,10431,"0,1889","2,1","27,1","0,184","0,1063","0,554","0,0343",292,"16,77",,"1,24","4,5","9,5","<0,1","0,56","4,24",114,"<5,00","<0,3","<5,00",11530,"3,44",652,"85,2","0,04","0,204","2,27","<0,006","14,9",681,"1,4",18,"0,1624","16,1","4,689","0,4735",31,"0,0897","24,4"
Lote 131,Suelo,Nivel de fondo,SUE-PRIM 7,494920,9018941,18 Sur,WGS84,221,"Zona de purma (bosque secundario), próximo a la vía Federico Basadre por donde se traslada el crudo producido en la locación LA1X del Lote 131.",Simple,ECA suelo 2017,Ninguno,6/3/17,12547,"0,2455","4,4","68,8","0,775","0,1228","1,14","0,2149",5216,"23,2",,"7,98",10,11,"<0,1","0,47","12,1",348,"<5,00","<0,3","<5,00",15233,"7,45",2523,637,"<0,03","0,318","9,28","<0,006","12,3",1126,"1,88",13,"0,1142",18,"2,775","0,4981",31,"0,0364","44,1"
Lote 131,Suelo,Nivel de fondo,SUE-PRIM 8,494824,9019552,18 Sur,WGS84,216,"Zona de purma (bosque secundario), próximo a la vía Federico Basadre por donde se traslada el crudo producido en la locación LA1X del Lote 131.",Simple,ECA suelo 2017,Ninguno,6/3/17,18726,"0,3331","8,4",104,"1,09","0,1784","0,723","0,0978",1899,"44,52",,,13,18,"<0,1","0,81","17,6",202,"<5,00","<0,3","<5,00",24613,"9,11",2014,558,"0,04","0,275","12,7","<0,006","15,8",1326,"2,54",28,"0,2178","22,1","7,451","0,7941",45,"0,1681","63,3"
Tía Maria,Suelo,Nivel de fondo,SUE-Agri 1,180762,8114428,19 Sur,WGS84,3,"Suelo agrícola con cultivo de cebolla, ubicado en el distrito de Mollendo.",Compuesta,,,5/8/17,11897,"1,364",36,152,"0,38","0,1419","19,2","0,3974",10313,"23,34","< 0,3","10,6",44,21,"< 0,1","0,38","89,4",1372,,,,25007,"18,5",8854,491,"< 0,03","1,24","14,2","0,078","25,6",2069,"2,41",1296,"0,176",816,"3,192","0,555",88,"0,1455",89
Tía Maria,Suelo,Nivel de fondo,SUE-Agri 10,197296,8105788,19 Sur,WGS84,17,"Suelo agrícola con cultivo de olivo, ubicado en el distrito de Deán Valdivia.",Compuesta,,,5/9/17,14465,"1,753",43,156,"0,498","0,2131","22,3","0,5531",8548,"25,7","< 0,3","10,8",51,18,"< 0,1","0,29","95,8",1487,,,,23955,"24,1",9063,612,"< 0,03","0,996","12,2","0,082","34,8",2905,"2,26",978,"0,2284",654,"3,876","0,9694",76,"0,1652",112
Tía Maria,Suelo,Nivel de fondo,SUE-Agri 11,207461,8106884,19 Sur,WGS84,28,"Suelo agrícola con cultivo de arroz, ubicado en el distrito de Cocachacra.",Compuesta,,,5/9/17,15835,"1,939",52,193,"0,6","0,2061","18,7","0,5223",8764,"27,07","< 0,3","11,2",53,14,"< 0,1","0,7",104,1102,,,,21550,"30,2",6531,559,"< 0,03","0,808","13,1","0,087","29,8",2388,"2,09",1023,"0,2596",499,"4,53","0,7352",58,"0,1262",103
Tía Maria,Suelo,Nivel de fondo,SUE-Agri 12,207513,8106944,19 Sur,WGS84,50,"Ubicado en el distrito de Cocachacra, donde se observó cultivo de arroz.",Compuesta,,,5/9/17,15613,"1,645",53,203,"0,559","0,2139","15,5","0,5057",7926,"28,64","< 0,3","11,2",51,14,"< 0,1","0,43","99,1",1035,,,,22014,"27,5",6529,584,"< 0,03","0,944","12,4","0,083","28,3",2266,"1,92",992,"0,288",505,"4,505","0,8101",59,"0,1185",98
Tía Maria,Suelo,Nivel de fondo,SUE-Agri 13,203606,8105515,19 Sur,WGS84,50,"Ubicado en el distrito de Cocachacra, donde se observó cultivo de arroz.",Compuesta,,,5/9/17,12892,"2,21",55,195,"0,524","0,2044","14,2","0,694",6798,"26,73","< 0,3","10,7",49,12,"< 0,1","0,32","84,6",1064,,,,20766,"24,5",5770,690,"< 0,03","1,08","12,2","0,117","50,8",1765,"2,19",925,"0,2243",490,"3,871","0,7684",56,"0,1335",152
Tía Maria,Suelo,Nivel de fondo,SUE-Agri 14,203711,8105584,19 Sur,WGS84,50,"Ubicado en el distrito de Cocachacra, donde se observó cultivo de arroz.",Compuesta,,,5/9/17,13323,"1,72",47,180,"0,496","0,1732","13,3","0,4493",6520,"25,01","< 0,3","9,8",45,12,"< 0,1","0,32","85,3",1037,,,,20631,"23,1",5814,479,"< 0,03","0,946",11,"0,087","26,6",1921,"1,83",963,"0,2217",485,"4,055","0,8574",54,"0,1241","88,7"
Tía Maria,Suelo,Nivel de fondo,SUE-Agri 2,180644,8114337,19 Sur,WGS84,3,"Suelo agrícola con cultivo de cebolla, ubicado en el distrito de Mollendo.",Compuesta,,,5/8/17,15580,"1,737",47,165,"0,5","0,2012","31,2","0,5195",15460,"24,79","< 0,3","10,1",50,17,"< 0,1","0,32",139,2946,,,,23980,"25,9",14458,493,"< 0,03","1,02",14,"0,054","27,5",2622,"3,78",1896,"0,2507",608,"3,274","0,7614",73,"0,1526",142
Tía Maria,Suelo,Nivel de fondo,SUE-Agri 3,180721,8114202,19 Sur,WGS84,3,"Suelo agrícola con cultivo de cebolla, ubicado en el distrito de Mollendo.",Compuesta,,,5/8/17,11741,"1,366",34,107,"0,356","0,1506","19,1","0,5387",10149,"22,04","< 0,3","10,5",38,23,"< 0,1","0,43",112,2244,,,,28249,"17,7",8263,465,"< 0,03","0,785","13,7","0,081","26,3",1967,"2,12",1008,"0,1604",901,"2,638","0,6374",106,"0,154","96,5"
Tía Maria,Suelo,Nivel de fondo,SUE-Agri 4,181484,8114190,19 Sur,WGS84,3,"Suelo agrícola con cultivo de granado de la variedad Wonderful, ubicado en el distrito de Mollendo.",Compuesta,,,5/8/17,10671,"1,19",32,"94,8","0,371","0,1358","12,7","0,257",5879,"23,44","< 0,3","12,1",30,29,"< 0,1","0,3",65,871,,,,35326,"16,4",6961,479,"< 0,03","0,768","14,4","0,045","18,8",1672,"1,75",755,"0,1443",1263,"6,445","0,8028",149,"0,1278","83,3"
Tía Maria,Suelo,Nivel de fondo,SUE-Agri 5,181603,8114453,19 Sur,WGS84,3,"Suelo agrícola con cultivo de maíz, ubicado en el distrito de Mollendo.",Compuesta,,,5/8/17,10188,"1,39",34,"95,3","0,369","0,1677","15,8","0,3441",5227,"22,87","< 0,3","12,4",32,32,"< 0,1","0,37","63,1",754,,,,39292,"17,1",5753,496,"< 0,03","0,764","15,1","0,048","28,6",1623,"1,94",895,"0,1567",1348,"2,806","0,5137",163,"0,1404",102
Tía Maria,Suelo,Nivel de fondo,SUE-Agri 6,181728,8114347,19 Sur,WGS84,3,"Suelo agrícola con cultivo de maíz, ubicado en el distrito de Mollendo.",Compuesta,,,5/8/17,13131,"1,123",42,102,"0,399","0,1071","14,7","0,2452",7675,"22,24","< 0,3","13,6",30,34,"< 0,1","0,33","79,1",1053,,,,38428,"16,7",12470,459,"< 0,03","0,692","18,9","0,033","16,2",2855,"1,87",1604,"0,1316",1614,"3,507","0,7565",178,"0,1382","86,2"
Tía Maria,Suelo,Nivel de fondo,SUE-Agri 7,184992,8112004,19 Sur,WGS84,18,"Suelo agrícola con cultivo de olivo, ubicado en el distrito de Mejía.",Compuesta,,,5/8/17,9412,"1,041",26,80,"0,307","0,118","11,7","0,2493",6504,"20,24","< 0,3","10,6",28,26,"< 0,1","0,32","67,9",1235,,,,31637,"13,7",6001,429,"< 0,03","0,772","13,3","0,01","19,3",1556,"1,64",854,"0,1136",1149,"2,568","0,5975",132,"0,1737","89,7"
Tía Maria,Suelo,Nivel de fondo,SUE-Agri 8,184819,8112183,19 Sur,WGS84,18,"Suelo agrícola con cultivo de olivo, ubicado en el distrito de Mejía.",Compuesta,,,5/8/17,11067,"1,291",50,109,"0,343","0,1348","18,3","0,3289",7987,"22,7","< 0,3","14,9",35,38,"< 0,1","0,34","78,6",1417,,,,39311,"17,1",12316,558,"< 0,03","0,847","18,3","0,037",23,2085,"2,02",1066,"0,1305",1597,"3,083","0,7919",192,"0,1993",106
Tía Maria,Suelo,Nivel de fondo,SUE-Agri 9,197501,8105863,19 Sur,WGS84,38,"Suelo agrícola con cultivo de olivo, ubicado en el distrito de Deán Valdivia.",Compuesta,,,5/9/17,14103,"1,695",45,157,"0,476","0,1975","22,1","0,656",9748,"24,56","< 0,3","12,1",56,17,"< 0,1","0,32",104,1639,,,,22440,"23,2",9484,672,"< 0,03","1,1","13,1","0,072","37,1",2864,"3,16",1025,"0,2308",676,"4,52","0,9791",75,"0,1823",118
Tía Maria,Suelo,Nivel de fondo,SUE-PYT 1,206429,8111354,19 Sur,WGS84,227,"Ubicado en el distrito de Cocachacra, en el área de influencia del proyecto minero Tía María",Compuesta,,,5/10/17,12107,"0,8024","9,8","76,1","<0,001","<0,0008","70,4","0,2623",36867,"18,01",-,11,94,18,-,"0,01","92,1",837,,,,24814,"19,4",7663,484,"<0,03","0,966","10,5","<0,006","8,02",3790,"0,012",4408,"<0,0002",1051,"0,0379","0,0749",90,"0,0793","57,6"
Tía Maria,Suelo,Nivel de fondo,SUE-PYT 10,202106,8123080,19 Sur,WGS84,976,"Ubicado en el distrito de Cocachacra, en el área de influencia del proyecto minero Tía María",Compuesta,,,5/11/17,11952,"<0,0017",11,"80,6","<0,001","<0,0008","61,4","0,1724",60549,"15,75",-,"8,47",30,12,-,"0,01",515,816,,,,17756,"18,4",9086,330,"<0,03","0,008","6,91","<0,006","5,36",4036,"<0,004",13464,"0,004",899,"0,0364","0,0519",56,"0,0439","45,2"
Tía Maria,Suelo,Nivel de fondo,SUE-PYT 11,201012,8124328,19 Sur,WGS84,983,"Ubicado en el distrito de Cocachacra, en el área de influencia del proyecto minero Tía María",Compuesta,,,5/11/17,9783,"0,5548",10,"58,8","<0,001","<0,0008","91,2","0,1626",79634,"11,32",-,"6,86",29,11,-,"0,01",432,990,,,,16323,"12,4",7728,265,"<0,03","0,341","6,66","<0,006","4,19",2947,"0,006",11973,"0,0168",822,"0,0264","0,0476",61,"<0,0017","40,6"
Tía Maria,Suelo,Nivel de fondo,SUE-PYT 12,199051,8126076,19 Sur,WGS84,1006,"Ubicado en el distrito de Cocachacra, en el área de influencia del proyecto minero Tía María",Compuesta,,,5/11/17,11551,"2,053",15,"66,1","<0,001","<0,0008","73,9","0,1599",82151,"11,53",-,"7,29",29,12,-,"0,01",427,1162,,,,16061,"13,2",7081,343,"<0,03","0,834","6,95","<0,006","4,12",3268,"0,005",5377,"0,0178",805,"0,0267","0,0476",59,"0,0365","43,9"
Tía Maria,Suelo,Nivel de fondo,SUE-PYT 2,208992,8113514,19 Sur,WGS84,257,"Ubicado en el distrito de Cocachacra, en el área de influencia del proyecto minero Tía María",Compuesta,,,5/10/17,24185,"1,454","9,5",122,"0,256","<0,0008","48,8","0,2647",45320,26,-,"13,3",92,17,-,"0,01",167,767,,,,24570,"33,1",12912,551,"<0,03","0,951","13,2","<0,006","9,65",2903,"0,011",14694,"<0,0002",1003,"0,057","0,0758",69,"<0,0017","56,7"
Tía Maria,Suelo,Nivel de fondo,SUE-PYT 3,204118,8120537,19 Sur,WGS84,1007,"Ubicado en el distrito de Cocachacra, en el área de influencia del proyecto minero Tía María",Compuesta,,,5/11/17,14343,"0,0825","4,7",136,"0,024","<0,0008",35,"0,26",12514,"27,31",-,"12,3",50,18,-,"0,01","59,6",1376,,,,25150,"15,5",5744,511,"<0,03","0,807","11,9","<0,006","9,54",4565,"0,013",2224,"<0,0002",955,"0,0505","0,0718",65,"0,1018","61,3"
Tía Maria,Suelo,Nivel de fondo,SUE-PYT 4,201165,8118776,19 Sur,WGS84,968,"Ubicado en el distrito de Cocachacra, en el área de influencia del proyecto minero Tía María",Compuesta,,,5/11/17,16667,"0,0721","5,8",166,"0,341","<0,0008","16,5","0,2635",4464,"38,6",-,"20,9",76,21,-,"<0,01","49,8",1333,,,,23579,"13,9",7324,983,"<0,03","0,048","21,3","<0,006","7,59",4917,"0,013",746,"<0,0002",702,"0,087","0,069",48,"0,003","66,8"
Tía Maria,Suelo,Nivel de fondo,SUE-PYT 5,201093,8119237,19 Sur,WGS84,996,"Ubicado en el distrito de Cocachacra, en el área de influencia del proyecto minero Tía María",Compuesta,,,5/11/17,15975,"0,0448","7,6",229,"0,228","<0,0008","20,9","0,2768",3183,"34,96",-,"18,4",64,19,-,"<0,01","66,8",671,,,,25234,"15,5",4723,1041,"<0,03","0,151",12,"<0,006","11,4",4026,"0,014",1222,"<0,0002",1001,"0,0698","0,0729",67,"<0,0017","64,1"
Tía Maria,Suelo,Nivel de fondo,SUE-PYT 6,202755,8118473,19 Sur,WGS84,973,"Ubicado en el distrito de Cocachacra, en el área de influencia del proyecto minero Tía María",Compuesta,,,5/11/17,16891,"0,183","5,8",151,"<0,001","<0,0008","11,2","0,3015",2767,"39,75",-,"11,9",67,25,-,"<0,01","48,3",909,,,,28322,"11,7",5472,568,"<0,03","<0,003","11,4","<0,006","7,62",4393,"0,015",555,"<0,0002",1033,"0,0341","0,0819",65,"0,068","64,1"
Tía Maria,Suelo,Nivel de fondo,SUE-PYT 7,203574,8121080,19 Sur,WGS84,1009,"Ubicado en el distrito de Cocachacra, en el área de influencia del proyecto minero Tía María",Compuesta,,,5/11/17,11272,"0,2971","6,8",107,"<0,001","<0,0008","33,9","0,2059",34810,"16,01",-,"10,1",54,11,-,"0,01",106,1353,,,,19960,"12,1",6792,336,"<0,03","<0,003","9,95","<0,006","4,78",3316,"0,006",3533,"<0,0002",955,"0,0367","0,0586",60,"0,0677",49
Tía Maria,Suelo,Nivel de fondo,SUE-PYT 8,203139,8121673,19 Sur,WGS84,1000,"Ubicado en el distrito de Cocachacra, en el área de influencia del proyecto minero Tía María",Compuesta,,,5/11/17,16851,"0,5101",25,134,"<0,001","<0,0008","64,6","0,3029",24670,"25,98",-,"14,8",76,22,-,"0,01",138,2570,,,,27320,"19,4",13900,615,"<0,03","0,496","17,5","<0,006","8,44",4661,"0,011",7386,"<0,0002",1187,"0,051","0,0822",87,"0,0329","91,2"
Tía Maria,Suelo,Nivel de fondo,SUE-PYT 9,202892,8121867,19 Sur,WGS84,999,"Ubicado en el distrito de Cocachacra, en el área de influencia del proyecto minero Tía María",Compuesta,,,5/11/17,15273,"<0,0017","9,4",157,"<0,001","<0,0008","63,8","0,3026",16489,"30,21",-,"13,6",58,23,-,"0,01",110,2672,,,,28278,"17,7",9320,598,"<0,03","0,121","17,5","<0,006","9,58",4092,"0,011",5344,"<0,0002",1140,"0,0596","0,0838",89,"0,0785",91
Tía Maria,Suelo,Nivel de fondo,SUE-SNLM 1,193546,8103364,19 Sur,WGS84,0,"Ubicado en el Santuario Nacional Lagunas de Mejía, en el distrito de Mejía.",Compuesta,,,5/12/17,7493,"<0,0017","6,9","87,5","<0,001","<0,0008","16,4","0,2242",6433,"12,96",-,"9,62",20,14,-,"<0,01","35,9",750,,,,21997,"9,76",5311,274,"<0,03","<0,003","8,07","<0,006","5,28",1663,"0,012",2585,"<0,0002",1064,"0,0261","0,0629",74,"0,043","52,5"
Tía Maria,Suelo,Nivel de fondo,SUE-SNLM 10,195629,8101360,19 Sur,WGS84,0,"Ubicado en el Santuario Nacional Lagunas de Mejía, en el distrito de Mejía.",Compuesta,,,5/12/17,6445,"0,825","<0,40","54,8","<0,001","<0,0008","10,7","0,5837",5304,"13,57",-,"19,1",25,39,-,"<0,01","32,7",1100,,,,57526,"8,52",4439,405,"<0,03","<0,003","15,6","<0,006","6,64",1050,"0,03",840,"<0,0002",2319,"0,0286","0,1672",241,"0,0839",107
Tía Maria,Suelo,Nivel de fondo,SUE-SNLM 11,196724,8100242,19 Sur,WGS84,0,"Ubicado en el Santuario Nacional Lagunas de Mejía, en el distrito de Mejía.",Compuesta,,,5/12/17,5726,"0,5257","3,4",159,"<0,001","<0,0008","7,19","1,092",7233,"14,48",-,"32,3",32,76,-,"0,01","32,7",1463,,,,100138,"6,13",4245,694,"<0,03","<0,003","26,1","<0,006","17,9",692,"0,053",403,"<0,0002",4028,"0,0373","0,2993",445,"0,0948",169
Tía Maria,Suelo,Nivel de fondo,SUE-SNLM 12,196745,8100258,19 Sur,WGS84,0,"Ubicado en el Santuario Nacional Lagunas de Mejía, en el distrito de Mejía.",Compuesta,,,5/12/17,6931,"<0,0017","2,3","77,7","<0,001","<0,0008","7,74","0,8435",7685,"14,78",-,"25,6",26,56,-,"0,01","38,7",1320,,,,76946,"8,67",4773,580,"<0,03","<0,003","21,3","<0,006","12,9",938,"0,043",728,"<0,0002",3118,"0,0341","0,2275",334,"0,2154",139
Tía Maria,Suelo,Nivel de fondo,SUE-SNLM 2,193574,8103416,19 Sur,WGS84,0,"Ubicado en el Santuario Nacional Lagunas de Mejía, en el distrito de Mejía.",Compuesta,,,5/12/17,6780,"<0,0017",5,"58,6","<0,001","<0,0008","13,3","0,1624",7822,"11,65",-,"7,34",18,"9,9",-,"<0,01",45,590,,,,16538,"9,31",4971,222,"<0,03","<0,003","6,14","<0,006","3,69",1334,"0,008",1038,"<0,0002",828,"0,0241","0,0471",54,"<0,0017","43,1"
Tía Maria,Suelo,Nivel de fondo,SUE-SNLM 3,193752,8103212,19 Sur,WGS84,0,"Ubicado en el Santuario Nacional Lagunas de Mejía, en el distrito de Mejía.",Compuesta,,,5/12/17,6683,"<0,0017","2,6","66,1","<0,001","<0,0008","21,4","0,3842",6665,"14,38",-,"13,5",23,24,-,"<0,01","35,3",1055,,,,37230,"9,34",5250,337,"<0,03","<0,003","12,1","<0,006","8,2",1338,"0,02",1130,"<0,0002",1521,"0,0286","0,109",147,"0,0109","81,3"
Tía Maria,Suelo,Nivel de fondo,SUE-SNLM 4,193775,8103239,19 Sur,WGS84,0,"Ubicado en el Santuario Nacional Lagunas de Mejía, en el distrito de Mejía.",Compuesta,,,5/12/17,6744,7090,"3,3","65,2","<0,001","<0,0008",21,"0,3305",7568,"13,78",-,"12,2",23,22,-,"0,01","44,5",984,,,,33062,"11,3",5296,294,"<0,03","<0,003","13,7","<0,006","20,6",1256,"0,016",1026,"<0,0002",1425,"0,0272","0,0967",127,"0,1636","83,4"
Tía Maria,Suelo,Nivel de fondo,SUE-SNLM 5,194272,8102623,19 Sur,WGS84,0,"Ubicado en el Santuario Nacional Lagunas de Mejía, en el distrito de Mejía.",Compuesta,,,5/12/17,6056,"<0,0017","<0,40","54,5","<0,001","2,63","24,7","0,5448",6393,"15,58",-,"17,8",21,35,-,"<0,01","31,4",1285,,,,52874,"8,88",4586,425,"<0,03","<0,003","14,5","<0,006","7,52",1206,"0,028",2274,"<0,0002",2160,"0,0299","0,153",220,"0,0329","93,9"
Tía Maria,Suelo,Nivel de fondo,SUE-SNLM 6,194295,8102649,19 Sur,WGS84,0,"Ubicado en el Santuario Nacional Lagunas de Mejía, en el distrito de Mejía.",Compuesta,,,5/12/17,7412,"0,1388",6,"62,1","<0,001","<0,0008","11,8","0,2351",6277,"13,49",-,"9,67",19,15,-,"<0,01","36,3",817,,,,23699,"9,41",5113,246,"<0,03","<0,003","9,09","<0,006","5,94",1398,"0,01",1086,"<0,0002",1040,"0,0276","0,0676",81,"0,0034","58,5"
Tía Maria,Suelo,Nivel de fondo,SUE-SNLM 7,194920,8101974,19 Sur,WGS84,0,"Ubicado en el Santuario Nacional Lagunas de Mejía, en el distrito de Mejía.",Compuesta,,,5/12/17,7156,"0,1804","4,9","57,6","<0,001","<0,0008",15,"0,3218",6523,"14,51",-,"12,1",19,19,-,"<0,01","35,1",927,,,,31985,"9,49",5137,330,"<0,03","<0,003","9,85","<0,006","6,68",1216,"0,012",1974,"<0,0002",1287,"0,0287","0,0892",114,"0,081","69,1"
Tía Maria,Suelo,Nivel de fondo,SUE-SNLM 8,194937,8101993,19 Sur,WGS84,0,"Ubicado en el Santuario Nacional Lagunas de Mejía, en el distrito de Mejía.",Compuesta,,,5/12/17,7419,"0,2575","7,7","66,8","<0,001","<0,0008","7,75","0,2609",5364,"13,36",-,"10,5",18,16,-,"<0,01","34,6",818,,,,26209,"9,72",5025,251,"<0,03","<0,003","9,23","<0,006","7,13",1353,"0,01",801,"<0,0002",1101,"0,0277","0,0742",90,"0,1164","60,4"
Tía Maria,Suelo,Nivel de fondo,SUE-SNLM 9,195614,8101337,19 Sur,WGS84,0,"Ubicado en el Santuario Nacional Lagunas de Mejía, en el distrito de Mejía.",Compuesta,,,5/12/17,6968,"0,1698","5,6","56,7","<0,001","0,0013","24,7","0,304",6076,"14,09",-,"11,5",25,20,-,"<0,01","33,3",926,,,,30282,"10,9",5310,309,"<0,03","<0,003","9,57","<0,006","7,27",1492,"0,014",1970,"<0,0002",1256,"0,0278","0,00862",111,"<0,0017","66,4"
Chontayacu,Suelo,Identificación de suelos,SUE-Chon1,311780,9047102,18 Sur,WGS84,1516,"Punto ubicado en las afueras del caserío Santa Rosa de Oso, en la chacra perteneciente a la Sra. Rosita Melgarejo, a 30 m de la carretera y a 30 m del río Chontayacu, en su margen izquierda.",Simple,ECA suelo 2013,Cd,5/29/17,24806,2.397,12,251,0.006,<0.0008,3.81,5.563,4302,38.69,,15.7,43,44,<0.1,<0.01,23.5,753,,,,32023,26.4,8209,556,<0.03,<0.003,35.3,<0.006,14.4,7913,0.015,81,0.0004,690,0.003,0.2584,57,0.3271,96.2
Chontayacu,Suelo,Identificación de suelos,SUE-Chon2,312425,9047186,18 Sur,WGS84,1540,"Punto ubicado en  el caserío Santa Rosa de Oso, en un pastizal en el lado izquierdo de la carretera, en dirección hacia Uchiza, aproximadamente a 10 m de la carretera y a 40 m del río Chontayacu, en su margen izquierda.",Simple,ECA suelo 2013,Cd,5/29/17,18421,<0.0017,4.3,344,<0.001,<0.0008,2.7,3.486,5465,18.54,,9.28,23,24,<0.1,<0.01,43.6,560,,,,23138,22.3,5059,472,<0.03,0.006,14.3,<0.006,8.23,4326,0.011,94,0.0003,747,0.0729,0.0083,40,0.2553,66.8
Chontayacu,Suelo,Identificación de suelos,SUE-Chon3,313042,9047443,18 Sur,WGS84,1518,"Punto ubicado en el caserío Santa Rosa de Oso,  en una chacra  cercada localizada al costado de la casa del Sr. Jairo Jara Martínez, a 10 m de la carretera y a 20 m del río Chontayacu, en su margen izquierda",Simple,ECA suelo 2013,Cd,5/31/17,13055,<0.0017,19,135,0.004,1.148,2.11,5.375,2919,45.61,,17,46,19,<0.1,<0.01,13.1,830,,,,33025,16.5,5271,663,<0.03,0.768,27.7,<0.006,14.3,1863,0.011,74,0.0008,204,0.084,0.2576,26,0.1298,79.3
Chontayacu,Suelo,Identificación de suelos,SUE-Chon4,313332,9047435,18 Sur,WGS84,1515,"Punto ubicado en el caserío Santa Rosa de Oso, en una chacra frente al restaurant del Sr. Jairo Jara Martínez, aproximadamente a 20 m de la carretera y a 20 m del río Chontayacu, en su margen izquierda.",Simple,ECA suelo 2013,Cd,5/29/17,16323,<0.0017,26,145,0.003,0.4007,2.15,4.806,1493,33.65,,13.2,29,22,<0.1,<0.01,11.9,574,,,,31001,16.8,5541,485,<0.03,0.008,20.3,<0.006,16,3371,0.013,38,0.0006,523,0.0013,0.2425,37,0.1578,87.8
Chontayacu,Suelo,Identificación de suelos,SUE-Chon5,313689,9047187,18 Sur,WGS84,1510,"Punto ubicado en una chacra en el caserío Santa Rosa de Oso, tras la casa de la Sra. Lidia Bueno Martínez, a 30 m de la carretera, aproximadamente a 15 m del río Oso (en su margen izquierda) y a 70 m del río Chontayacu en su margen izquierda.",Simple,ECA suelo 2013,Cd,5/29/17,14685,<0.0017,13,143,0.004,1.084,2.07,3.975,2149,30.86,,10.6,27,16,<0.1,<0.01,17.9,552,,,,26451,14.1,4072,467,0.09,0.479,16.6,<0.006,9.96,2107,0.01,67,0.0005,295,0.0614,0.1992,30,0.1083,61.2
