Nombre de la Evaluación,NOMBRE,FECHA,LOCALIDAD,METODOLOGIA,CIENCIA,ESTUDIO,ESPECIE,GENERO,FAMILIA,ORDEN,CLASE,PHYLUM,REINO
Lote 131,FL-17,-,Macuya,Parcelas por árboles,Botánica,-,Rinorea viridifolia,Rinorea,Violaceae,Malpighiales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-17,-,Macuya,Parcelas por árboles,Botánica,-,Sapium glandulosum,Sapium,Euphorbiaceae,Malpighiales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-17,-,Macuya,Parcelas por árboles,Botánica,-,Sapium marmieri,Sapium,Euphorbiaceae,Malpighiales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-17,-,Macuya,Parcelas por árboles,Botánica,-,Spondias mombin,Spondias,Anacardiaceae,Sapindales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-17,-,Macuya,Parcelas por árboles,Botánica,-,Tapirira guianensis,Tapirira,Anacardiaceae,Sapindales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-17,-,Macuya,Parcelas por árboles,Botánica,-,Terminalia oblonga,Terminalia,Combretaceae,Myrtales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-17,-,Macuya,Parcelas por árboles,Botánica,-,Trichilia poeppigi,Trichilia,Meliaceae,Sapindales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-17,-,Macuya,Parcelas por árboles,Botánica,-,Trichilia sp. 1,Trichilia,Meliaceae,Sapindales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-17,-,Macuya,Parcelas por árboles,Botánica,-,Urera caracasana,Urera,Urticaceae,Rosales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-17,-,Macuya,Parcelas por árboles,Botánica,-,Abarema sp. 1,Abarema,Fabaceae,Fabales,Eudicotyledoneae,Angiospermae,Plantae
Lote 131,FL-17,-,Macuya,Parcelas por árboles,Botánica,-,Acacia paniculatum,Acacia,Fabaceae,Fabales,Eudicotyledoneae,Angiospermae,Plantae
Lote 131,FL-17,-,Macuya,Parcelas por árboles,Botánica,-,Acalypha diversifolia,Acalypha,Euphorbiaceae,Malpighiales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-17,-,Macuya,Parcelas por árboles,Botánica,-,Alibertia latifolia,Alibertia,Rubiaceae,Gentianales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-17,-,Macuya,Parcelas por árboles,Botánica,-,Allophylus glabratus,Allophylus,Sapindaceae,Sapindales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-17,-,Macuya,Parcelas por árboles,Botánica,-,Amburana cearensis,Amburana,Fabaceae,Fabales,Eudicotyledoneae,Angiospermae,Plantae
Lote 131,FL-17,-,Macuya,Parcelas por árboles,Botánica,-,Annona deminuta,Annona,Annonaceae,Magnoliales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-17,-,Macuya,Parcelas por árboles,Botánica,-,Apeiba tibourbou,Apeiba,Malvaceae,Malvales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-17,-,Macuya,Parcelas por árboles,Botánica,-,Astrocaryum murumuru,Astrocaryum,Arecaceae,Arecales,Monocotyledoneae,Angiospermae,Plantae
Lote 131,FL-17,-,Macuya,Parcelas por árboles,Botánica,-,Attalea cephalotes,Attalea,Arecaceae,Arecales,Monocotyledoneae,Angiospermae,Plantae
Lote 131,FL-17,-,Macuya,Parcelas por árboles,Botánica,-,Bauhinia tarapotensis,Bauhinia,Fabaceae,Fabales,Eudicotyledoneae,Angiospermae,Plantae
Lote 131,FL-17,-,Macuya,Parcelas por árboles,Botánica,-,Cavanillesia umbellata,Cavanillesia,Malvaceae,Malvales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-17,-,Macuya,Parcelas por árboles,Botánica,-,Cecropia peltata,Cecropia,Urticaceae,Rosales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-17,-,Macuya,Parcelas por árboles,Botánica,-,Ceiba pentandra,Ceiba,Malvaceae,Malvales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-17,-,Macuya,Parcelas por árboles,Botánica,-,Celtis schippii,Celtis,Cannabaceae,Rosales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-17,-,Macuya,Parcelas por árboles,Botánica,-,Coccoloba mollis,Coccoloba,Polygonaceae,Caryophyllales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-17,-,Macuya,Parcelas por árboles,Botánica,-,Cordia alliodora,Cordia,Boraginaceae,Lamiales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-17,-,Macuya,Parcelas por árboles,Botánica,-,Drypetes amazonica,Drypetes,Putranjivaceae,Malpighiales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-17,-,Macuya,Parcelas por árboles,Botánica,-,Euterpe precatoria,Euterpe,Arecaceae,Arecales,Monocotyledoneae,Angiospermae,Plantae
Lote 131,FL-17,-,Macuya,Parcelas por árboles,Botánica,-,Fabacea sp.,Fabacea,Fabaceae,Fabales,Eudicotyledoneae,Angiospermae,Plantae
Lote 131,FL-17,-,Macuya,Parcelas por árboles,Botánica,-,Ficus maxima,Ficus,Moraceae,Rosales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-17,-,Macuya,Parcelas por árboles,Botánica,-,Ficus piresiana,Ficus,Moraceae,Rosales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-17,-,Macuya,Parcelas por árboles,Botánica,-,Ficus sp. 1,Ficus,Moraceae,Rosales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-17,-,Macuya,Parcelas por árboles,Botánica,-,Ficus sp. 4,Ficus,Moraceae,Rosales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-17,-,Macuya,Parcelas por árboles,Botánica,-,Gallesia integrifolia,Gallesia,Phytolaccaceae,Caryophyllales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-17,-,Macuya,Parcelas por árboles,Botánica,-,Genipa americana,Genipa,Rubiaceae,Gentianales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-17,-,Macuya,Parcelas por árboles,Botánica,-,Guazuma ulmifolia,Guazuma,Malvaceae,Malvales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-17,-,Macuya,Parcelas por árboles,Botánica,-,Heisteria cyanocarpa,Heisteria,Olacaceae,Malpighiales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-17,-,Macuya,Parcelas por árboles,Botánica,-,Heliocarpus americanus,Heliocarpus,Malvaceae,Malvales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-17,-,Macuya,Parcelas por árboles,Botánica,-,Herrania nitida,Herrania,Malvaceae,Malvales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-17,-,Macuya,Parcelas por árboles,Botánica,-,Inga ruiziana,Inga,Fabaceae,Fabales,Eudicotyledoneae,Angiospermae,Plantae
Lote 131,FL-17,-,Macuya,Parcelas por árboles,Botánica,-,Jacaratia digitata,Jacaratia,Caricaceae,Brassicales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-17,-,Macuya,Parcelas por árboles,Botánica,-,Lecointea amazonica,Lecointea,Fabaceae,Fabales,Eudicotyledoneae,Angiospermae,Plantae
Lote 131,FL-17,-,Macuya,Parcelas por árboles,Botánica,-,Lonchocarpus glabrescens,Lonchocarpus,Fabaceae,Fabales,Eudicotyledoneae,Angiospermae,Plantae
Lote 131,FL-17,-,Macuya,Parcelas por árboles,Botánica,-,Lonchocarpus spiciflorus,Lonchocarpus,Fabaceae,Fabales,Eudicotyledoneae,Angiospermae,Plantae
Lote 131,FL-18-A,-,Macuya,Parcelas por árboles,Botánica,-,Ochroma pyramidale,Ochroma,Malvaceae,Malvales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-18-A,-,Macuya,Parcelas por árboles,Botánica,-,Ormosia paraensis,Ormosia,Tipulidae,Diptera,Insecta,Arthropoda,Animalia
Lote 131,FL-18-A,-,Macuya,Parcelas por árboles,Botánica,-,Piper sp. 1,Piper,Piperaceae,Piperales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-18-A,-,Macuya,Parcelas por árboles,Botánica,-,Senna didymobotrya,Senna,Fabaceae,Fabales,Eudicotyledoneae,Angiospermae,Plantae
Lote 131,FL-18-A,-,Macuya,Parcelas por árboles,Botánica,-,Senna ruiziana,Senna,Fabaceae,Fabales,Eudicotyledoneae,Angiospermae,Plantae
Lote 131,FL-18-A,-,Macuya,Parcelas por árboles,Botánica,-,Solanum asperolanatum,Solanum,Solanaceae,Solanales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-18-A,-,Macuya,Parcelas por árboles,Botánica,-,Spondias mombin,Spondias,Anacardiaceae,Sapindales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-18-A,-,Macuya,Parcelas por árboles,Botánica,-,Tabernaemontana sananho,Tabernaemontana,Apocynaceae,Gentianales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-18-A,-,Macuya,Parcelas por árboles,Botánica,-,Trichilia elegans,Trichilia,Meliaceae,Sapindales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-18-A,-,Macuya,Parcelas por árboles,Botánica,-,Acalypha diversifolia,Acalypha,Euphorbiaceae,Malpighiales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-18-A,-,Macuya,Parcelas por árboles,Botánica,-,Attalea cephalotes,Attalea,Arecaceae,Arecales,Monocotyledoneae,Angiospermae,Plantae
Lote 131,FL-18-A,-,Macuya,Parcelas por árboles,Botánica,-,Cecropia sp. 1,Cecropia,Urticaceae,Rosales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-18-A,-,Macuya,Parcelas por árboles,Botánica,-,Ceiba pentandra,Ceiba,Malvaceae,Malvales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-18-A,-,Macuya,Parcelas por árboles,Botánica,-,Citrus sp. 1,Citrus,Rutaceae,Sapindales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-18-A,-,Macuya,Parcelas por árboles,Botánica,-,Cordia alliodora,Cordia,Boraginaceae,Lamiales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-18-A,-,Macuya,Parcelas por árboles,Botánica,-,Croton lechleri,Croton,Euphorbiaceae,Malpighiales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-18-A,-,Macuya,Parcelas por árboles,Botánica,-,Fabacea sp.,Fabacea,Fabaceae,Fabales,Eudicotyledoneae,Angiospermae,Plantae
Lote 131,FL-18-A,-,Macuya,Parcelas por árboles,Botánica,-,Guarea cristata,Guarea,Meliaceae,Sapindales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-18-A,-,Macuya,Parcelas por árboles,Botánica,-,Guazuma ulmifolia,Guazuma,Malvaceae,Malvales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-18-A,-,Macuya,Parcelas por árboles,Botánica,-,Hura crepitans,Hura,Euphorbiaceae,Malpighiales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-18-A,-,Macuya,Parcelas por árboles,Botánica,-,Hyeronima alchorneoides,Hyeronima,Euphorbiaceae,Malpighiales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-18-A,-,Macuya,Parcelas por árboles,Botánica,-,Inga edulis,Inga,Fabaceae,Fabales,Eudicotyledoneae,Angiospermae,Plantae
Lote 131,FL-18-A,-,Macuya,Parcelas por árboles,Botánica,-,Inga sapindoides,Inga,Fabaceae,Fabales,Eudicotyledoneae,Angiospermae,Plantae
Lote 131,FL-18-A,-,Macuya,Parcelas por árboles,Botánica,-,Inga sp. 1,Inga,Fabaceae,Fabales,Eudicotyledoneae,Angiospermae,Plantae
Lote 131,FL-18-A,-,Macuya,Parcelas por árboles,Botánica,-,Inga sp. 2,Inga,Fabaceae,Fabales,Eudicotyledoneae,Angiospermae,Plantae
Lote 131,FL-18-A,-,Macuya,Parcelas por árboles,Botánica,-,Inga tessmannii,Inga,Fabaceae,Fabales,Eudicotyledoneae,Angiospermae,Plantae
Lote 131,FL-18-B,-,Macuya,Parcelas por árboles,Botánica,-,Matisia cordata,Matisia,Malvaceae,Malvales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-18-B,-,Macuya,Parcelas por árboles,Botánica,-,Phytelephas sp. 1,Phytelephas,Arecaceae,Arecales,Monocotyledoneae,Angiospermae,Plantae
Lote 131,FL-18-B,-,Macuya,Parcelas por árboles,Botánica,-,Piptocoma discolor,Piptocoma,Asteraceae,Arecales,Monocotyledoneae,Angiospermae,Plantae
Lote 131,FL-18-B,-,Macuya,Parcelas por árboles,Botánica,-,Sapium glandulosum,Sapium,Euphorbiaceae,Malpighiales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-18-B,-,Macuya,Parcelas por árboles,Botánica,-,Senna ruiziana,Senna,Fabaceae,Fabales,Eudicotyledoneae,Angiospermae,Plantae
Lote 131,FL-18-B,-,Macuya,Parcelas por árboles,Botánica,-,Tabebuia serratifolia,Tabebuia,Bignoniaceae,Lamiales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-18-B,-,Macuya,Parcelas por árboles,Botánica,-,Tabernaemontana sananho,Tabernaemontana,Apocynaceae,Gentianales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-18-B,-,Macuya,Parcelas por árboles,Botánica,-,Acalypha diversifolia,Acalypha,Euphorbiaceae,Malpighiales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-18-B,-,Macuya,Parcelas por árboles,Botánica,-,Aniba guianensis,Aniba,Lauraceae,Laurales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-18-B,-,Macuya,Parcelas por árboles,Botánica,-,Attalea cephalotes,Attalea,Arecaceae,Arecales,Monocotyledoneae,Angiospermae,Plantae
Lote 131,FL-18-B,-,Macuya,Parcelas por árboles,Botánica,-,Buchenavia sp. 1,Buchenavia,Combretaceae,Myrtales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-18-B,-,Macuya,Parcelas por árboles,Botánica,-,Capirona decorticans,Capirona,Rubiaceae,Gentianales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-18-B,-,Macuya,Parcelas por árboles,Botánica,-,Caryocar pallidum,Caryocar,Caryocaraceae,Malpighiales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-18-B,-,Macuya,Parcelas por árboles,Botánica,-,Cecropia sp. 1,Cecropia,Urticaceae,Rosales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-18-B,-,Macuya,Parcelas por árboles,Botánica,-,Chimarrhis hookeri,Chimarrhis,Rubiaceae,Gentianales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-18-B,-,Macuya,Parcelas por árboles,Botánica,-,Chrysophyllum amazonicum,Chrysophyllum,Sapotaceae,Ericales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-18-B,-,Macuya,Parcelas por árboles,Botánica,-,Cordia alliodora,Cordia,Boraginaceae,Lamiales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-18-B,-,Macuya,Parcelas por árboles,Botánica,-,Croton lechleri,Croton,Euphorbiaceae,Malpighiales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-18-B,-,Macuya,Parcelas por árboles,Botánica,-,Guatteria liesneri,Guatteria,Annonaceae,Magnoliales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-18-B,-,Macuya,Parcelas por árboles,Botánica,-,Guatteria sp. 1,Guatteria,Annonaceae,Magnoliales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-18-B,-,Macuya,Parcelas por árboles,Botánica,-,Guatteria sp. 2,Guatteria,Annonaceae,Magnoliales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-18-B,-,Macuya,Parcelas por árboles,Botánica,-,Guazuma ulmifolia,Guazuma,Malvaceae,Malvales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-18-B,-,Macuya,Parcelas por árboles,Botánica,-,Hura crepitans,Hura,Euphorbiaceae,Malpighiales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-18-B,-,Macuya,Parcelas por árboles,Botánica,-,Inga edulis,Inga,Fabaceae,Fabales,Eudicotyledoneae,Angiospermae,Plantae
Lote 131,FL-18-B,-,Macuya,Parcelas por árboles,Botánica,-,Inga ruiziana,Inga,Fabaceae,Fabales,Eudicotyledoneae,Angiospermae,Plantae
Lote 131,FL-18-B,-,Macuya,Parcelas por árboles,Botánica,-,Inga sp. 2,Inga,Fabaceae,Fabales,Eudicotyledoneae,Angiospermae,Plantae
Lote 131,FL-19-A,-,Macuya,Parcelas por árboles,Botánica,-,Solanum asperolanatum,Solanum,Solanaceae,Solanales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-19-A,-,Macuya,Parcelas por árboles,Botánica,-,Tabebuia serratifolia,Tabebuia,Bignoniaceae,Lamiales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-19-A,-,Macuya,Parcelas por árboles,Botánica,-,Trema micrantha,Trema,Ulmaceae,Rosales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-19-A,-,Macuya,Parcelas por árboles,Botánica,-,Urera caracasana,Urera,Urticaceae,Rosales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-19-A,-,Macuya,Parcelas por árboles,Botánica,-,Vernonanthura sp. 1,Vernonanthura,Asteraceae,Arecales,Monocotyledoneae,Angiospermae,Plantae
Lote 131,FL-19-A,-,Macuya,Parcelas por árboles,Botánica,-,Aegiphila integrifolia,Aegiphila,Verbenaceae,Lamiales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-19-A,-,Macuya,Parcelas por árboles,Botánica,-,Astrocaryum murumuru,Astrocaryum,Arecaceae,Arecales,Monocotyledoneae,Angiospermae,Plantae
Lote 131,FL-19-A,-,Macuya,Parcelas por árboles,Botánica,-,Attalea cephalotes,Attalea,Arecaceae,Arecales,Monocotyledoneae,Angiospermae,Plantae
Lote 131,FL-19-A,-,Macuya,Parcelas por árboles,Botánica,-,Capirona decorticans,Capirona,Rubiaceae,Gentianales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-19-A,-,Macuya,Parcelas por árboles,Botánica,-,Caryodaphnopsis inaequalis,Caryodaphnopsis,Lauraceae,Laurales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-19-A,-,Macuya,Parcelas por árboles,Botánica,-,Cecropia polystachya,Cecropia,Urticaceae,Rosales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-19-A,-,Macuya,Parcelas por árboles,Botánica,-,Cordia lomatoloba,Cordia,Boraginaceae,Lamiales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-19-A,-,Macuya,Parcelas por árboles,Botánica,-,Fabacea sp.,Fabacea,Fabaceae,Fabales,Eudicotyledoneae,Angiospermae,Plantae
Lote 131,FL-19-A,-,Macuya,Parcelas por árboles,Botánica,-,Ficus sp. 2,Ficus,Moraceae,Rosales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-19-A,-,Macuya,Parcelas por árboles,Botánica,-,Hyeronima alchorneoides,Hyeronima,Euphorbiaceae,Malpighiales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-19-A,-,Macuya,Parcelas por árboles,Botánica,-,Inga cayennensis,Inga,Fabaceae,Fabales,Eudicotyledoneae,Angiospermae,Plantae
Lote 131,FL-19-A,-,Macuya,Parcelas por árboles,Botánica,-,Inga edulis,Inga,Fabaceae,Fabales,Eudicotyledoneae,Angiospermae,Plantae
Lote 131,FL-19-B,-,Macuya,Parcelas por árboles,Botánica,-,Mayna parvifolia,Mayna,Achariaceae,Malpighiales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-19-B,-,Macuya,Parcelas por árboles,Botánica,-,Ochroma pyramidale,Ochroma,Malvaceae,Malvales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-19-B,-,Macuya,Parcelas por árboles,Botánica,-,Piper aduncum,Piper,Piperaceae,Piperales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-19-B,-,Macuya,Parcelas por árboles,Botánica,-,Pouteria furcata,Pouteria,Sapotaceae,Ericales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-19-B,-,Macuya,Parcelas por árboles,Botánica,-,Senna silvestris,Senna,Fabaceae,Fabales,Eudicotyledoneae,Angiospermae,Plantae
Lote 131,FL-19-B,-,Macuya,Parcelas por árboles,Botánica,-,Spondias mombin,Spondias,Anacardiaceae,Sapindales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-19-B,-,Macuya,Parcelas por árboles,Botánica,-,Swartzia sp. 1,Swartzia,Fabaceae,Fabales,Eudicotyledoneae,Angiospermae,Plantae
Lote 131,FL-19-B,-,Macuya,Parcelas por árboles,Botánica,-,Trema micrantha,Trema,Ulmaceae,Rosales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-19-B,-,Macuya,Parcelas por árboles,Botánica,-,Urera caracasana,Urera,Urticaceae,Rosales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-19-B,-,Macuya,Parcelas por árboles,Botánica,-,Vernonanthura sp. 1,Vernonanthura,Asteraceae,Arecales,Monocotyledoneae,Angiospermae,Plantae
Lote 131,FL-19-B,-,Macuya,Parcelas por árboles,Botánica,-,Zanthoxylum impressinervum,Zanthoxylum,Rutaceae,Sapindales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-19-B,-,Macuya,Parcelas por árboles,Botánica,-,Andira inermis,Andira,Fabaceae,Fabales,Eudicotyledoneae,Angiospermae,Plantae
Lote 131,FL-19-B,-,Macuya,Parcelas por árboles,Botánica,-,Andira macrothyrsa,Andira,Fabaceae,Fabales,Eudicotyledoneae,Angiospermae,Plantae
Lote 131,FL-19-B,-,Macuya,Parcelas por árboles,Botánica,-,Attalea cephalotes,Attalea,Arecaceae,Arecales,Monocotyledoneae,Angiospermae,Plantae
Lote 131,FL-19-B,-,Macuya,Parcelas por árboles,Botánica,-,Capirona decorticans,Capirona,Rubiaceae,Gentianales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-19-B,-,Macuya,Parcelas por árboles,Botánica,-,Cecropia polystachya,Cecropia,Urticaceae,Rosales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-19-B,-,Macuya,Parcelas por árboles,Botánica,-,Chimarrhis hookeri,Chimarrhis,Rubiaceae,Gentianales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-19-B,-,Macuya,Parcelas por árboles,Botánica,-,Fabacea sp.,Fabacea,Fabaceae,Fabales,Eudicotyledoneae,Angiospermae,Plantae
Lote 131,FL-19-B,-,Macuya,Parcelas por árboles,Botánica,-,Fabacea sp. 1,Fabacea,Fabaceae,Fabales,Eudicotyledoneae,Angiospermae,Plantae
Lote 131,FL-19-B,-,Macuya,Parcelas por árboles,Botánica,-,Ficus insipida,Ficus,Moraceae,Rosales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-19-B,-,Macuya,Parcelas por árboles,Botánica,-,Helicostylis tomentosa,Helicostylis,Moraceae,Rosales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-19-B,-,Macuya,Parcelas por árboles,Botánica,-,Hyeronima alchorneoides,Hyeronima,Euphorbiaceae,Malpighiales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-19-B,-,Macuya,Parcelas por árboles,Botánica,-,Inga edulis,Inga,Fabaceae,Fabales,Eudicotyledoneae,Angiospermae,Plantae
Lote 131,FL-19-B,-,Macuya,Parcelas por árboles,Botánica,-,Inga punctata,Inga,Fabaceae,Fabales,Eudicotyledoneae,Angiospermae,Plantae
Lote 131,FL-23,-,Macuya,Parcelas por árboles,Botánica,-,Macrocnemum roseum,Macrocnemum,Rubiaceae,Gentianales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-23,-,Macuya,Parcelas por árboles,Botánica,-,Matisia cordata,Matisia,Malvaceae,Malvales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-23,-,Macuya,Parcelas por árboles,Botánica,-,Maytenus macrocarpa,Maytenus,Celastraceae,Celastrales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-23,-,Macuya,Parcelas por árboles,Botánica,-,Nectandra pulverulenta,Nectandra,Lauraceae,Laurales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-23,-,Macuya,Parcelas por árboles,Botánica,-,Nectandra turbacensis,Nectandra,Lauraceae,Laurales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-23,-,Macuya,Parcelas por árboles,Botánica,-,Neea floribunda,Neea,Nyctaginaceae,Caryophyllales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-23,-,Macuya,Parcelas por árboles,Botánica,-,Ocotea cernua,Ocotea,Lauraceae,Laurales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-23,-,Macuya,Parcelas por árboles,Botánica,-,Otoba parvifolia,Otoba,Myristicaceae,Magnoliales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-23,-,Macuya,Parcelas por árboles,Botánica,-,Pachira aquatica,Pachira,Malvaceae,Malvales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-23,-,Macuya,Parcelas por árboles,Botánica,-,Pentagonia parvifolia,Pentagonia,Rubiaceae,Gentianales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-23,-,Macuya,Parcelas por árboles,Botánica,-,Piper faroense,Piper,Piperaceae,Piperales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-23,-,Macuya,Parcelas por árboles,Botánica,-,Posoqueria maxima,Posoqueria,Rubiaceae,Gentianales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-23,-,Macuya,Parcelas por árboles,Botánica,-,Poulsenia armata,Poulsenia,Moraceae,Rosales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-23,-,Macuya,Parcelas por árboles,Botánica,-,Pourouma cecropiifolia,Pourouma,Urticaceae,Rosales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-23,-,Macuya,Parcelas por árboles,Botánica,-,Sapium marmieri,Sapium,Euphorbiaceae,Malpighiales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-23,-,Macuya,Parcelas por árboles,Botánica,-,Sloanea fragrans,Sloanea,Elaeocarpaceae,Oxalidales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-23,-,Macuya,Parcelas por árboles,Botánica,-,Sterculia rebeccae,Sterculia,Malvaceae,Malvales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-23,-,Macuya,Parcelas por árboles,Botánica,-,Theobroma cacao,Theobroma,Malvaceae,Malvales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-23,-,Macuya,Parcelas por árboles,Botánica,-,Zanthoxylum setulosum,Zanthoxylum,Rutaceae,Sapindales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-23,-,Macuya,Parcelas por árboles,Botánica,-,Acacia loretensis,Acacia,Fabaceae,Fabales,Eudicotyledoneae,Angiospermae,Plantae
Lote 131,FL-23,-,Macuya,Parcelas por árboles,Botánica,-,Acalypha macrostachya,Acalypha,Euphorbiaceae,Malpighiales,Magnoliopsida,Magnoliophyta,Plantae
